,bodyId,instance,type,pre,post,downstream,upstream,size,status,statusLabel,cellBodyFiber,somaLocation,roiInfo,tosomaLocation,predictedNt,totalNtPredictions,mancSerial,mcnsSerial,locationType,group,location,birthtime,receptorType,celltypeTotalNtPredictions,posteriorCervicalRootPosition,synweight,mancGroup,consensusNt,celltypePredictedNtConfidence,mancBodyid,serialMotif,flywireId,anteriorCervicalRootPosition,assignedOlHex2,class,synonyms,exitNerve,flywireType,trumanHlVncOnly,matchingNotes,subclass,itoleeHl,supertype,fruDsx,celltypePredictedNt,hemibrainType,mancType,rootSide,superclass,dimorphism,assignedOlHex1,trumanHl,entryNerve,predictedNtConfidence,somaNeuromere,somaSide,hemibrainBodyId,inputRois,outputRois
68,19331,AOTU017_L,AOTU017,475,1977,3738,1977,725249970,Traced,Roughly traced,,"[56582, 18382, 11538]","{'AOTU(L)': {'post': 1482, 'pre': 12, 'downstream': 50, 'upstream': 1482, 'synweight': 1532}, 'CRE(L)': {'pre': 1, 'downstream': 2, 'synweight': 2}, 'CentralBrain': {'post': 1977, 'pre': 475, 'downstream': 3738, 'upstream': 1977, 'synweight': 5715}, 'CentralBrain-unspecified': {'post': 27, 'pre': 4, 'downstream': 31, 'upstream': 27, 'synweight': 58}, 'EPA(L)': {'post': 13, 'pre': 40, 'downstream': 346, 'upstream': 13, 'synweight': 359}, 'IPS(L)': {'post': 50, 'pre': 73, 'downstream': 580, 'upstream': 50, 'synweight': 630}, 'LAL(L)': {'post': 79, 'pre': 150, 'downstream': 1185, 'upstream': 79, 'synweight': 1264}, 'PLP(L)': {'post': 3, 'upstream': 3, 'synweight': 3}, 'SIP(L)': {'post': 204, 'pre': 7, 'downstream': 31, 'upstream': 204, 'synweight': 235}, 'SPS(L)': {'post': 74, 'pre': 119, 'downstream': 981, 'upstream': 74, 'synweight': 1055}, 'VES(L)': {'post': 44, 'pre': 69, 'downstream': 532, 'upstream': 44, 'synweight': 576}, 'aL(L)': {'post': 1, 'upstream': 1, 'synweight': 1}}",,acetylcholine,475,,,,18720.0,,,,1890,,5715,,acetylcholine,0.6797325015068054,,,,,,,Cachero 2010: aSP-d;Yu 2010: aSP13,,CB1294,,,,CREa2_ventral,18138,fru_low,acetylcholine,AOTU017,,,cb_intrinsic,,,,,0.7183540463447571,,L,,"['AOTU(L)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'IPS(L)', 'LAL(L)', 'PLP(L)', 'SIP(L)', 'SPS(L)', 'VES(L)', 'aL(L)']","['AOTU(L)', 'CRE(L)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'IPS(L)', 'LAL(L)', 'SIP(L)', 'SPS(L)', 'VES(L)']"
69,19369,AOTU046_L,AOTU046,1520,2944,7030,2944,1432817301,Traced,Roughly traced,,"[54322, 13886, 36071]","{'AOTU(L)': {'post': 989, 'pre': 382, 'downstream': 2024, 'upstream': 989, 'synweight': 3013}, 'AOTU(R)': {'post': 818, 'pre': 259, 'downstream': 1331, 'upstream': 818, 'synweight': 2149}, 'BU(L)': {'post': 338, 'pre': 443, 'downstream': 1885, 'upstream': 338, 'synweight': 2223}, 'BU(R)': {'post': 285, 'pre': 359, 'downstream': 1488, 'upstream': 285, 'synweight': 1773}, 'CRE(L)': {'post': 1, 'downstream': 1, 'upstream': 1, 'synweight': 2}, 'CentralBrain': {'post': 2944, 'pre': 1520, 'downstream': 7030, 'upstream': 2944, 'synweight': 9974}, 'CentralBrain-unspecified': {'post': 116, 'pre': 64, 'downstream': 268, 'upstream': 116, 'synweight': 384}, 'FB': {'post': 1, 'upstream': 1, 'synweight': 1}, 'GA(L)': {'post': 1, 'upstream': 1, 'synweight': 1}, 'IB': {'post': 77, 'upstream': 77, 'synweight': 77}, 'IPS(L)': {'post': 1, 'upstream': 1, 'synweight': 1}, 'LAL(L)': {'post': 1, 'pre': 4, 'downstream': 16, 'upstream': 1, 'synweight': 17}, 'SPS(L)': {'post': 313, 'pre': 4, 'downstream': 2, 'upstream': 313, 'synweight': 315}, 'aL(L)': {'post': 2, 'pre': 3, 'downstream': 9, 'upstream': 2, 'synweight': 11}, 'gL(L)': {'post': 1, 'pre': 2, 'downstream': 6, 'upstream': 1, 'synweight': 7}}",,unclear,1520,,,,12855.0,,early,,6426,,9974,,serotonin,0.2838316559791565,,,,,,,,,AOTU046,,,,putative_primary,,,serotonin,AOTU046,,,cb_intrinsic,,,,,0.28425827622413635,,L,,"['AOTU(L)', 'AOTU(R)', 'BU(L)', 'BU(R)', 'CRE(L)', 'CentralBrain', 'CentralBrain-unspecified', 'FB', 'GA(L)', 'IB', 'IPS(L)', 'LAL(L)', 'SPS(L)', 'aL(L)', 'gL(L)']","['AOTU(L)', 'AOTU(R)', 'BU(L)', 'BU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'LAL(L)', 'SPS(L)', 'aL(L)', 'gL(L)']"
70,19563,AOTU016_c_R,AOTU016_c,464,2928,3927,2928,713431281,Traced,Roughly traced,,"[37112, 18538, 13540]","{'AOTU(R)': {'post': 2347, 'pre': 1, 'downstream': 3, 'upstream': 2347, 'synweight': 2350}, 'CentralBrain': {'post': 2928, 'pre': 464, 'downstream': 3927, 'upstream': 2928, 'synweight': 6855}, 'CentralBrain-unspecified': {'post': 17, 'pre': 20, 'downstream': 162, 'upstream': 17, 'synweight': 179}, 'EPA(R)': {'post': 13, 'pre': 26, 'downstream': 237, 'upstream': 13, 'synweight': 250}, 'LAL(R)': {'post': 105, 'pre': 161, 'downstream': 1370, 'upstream': 105, 'synweight': 1475}, 'PLP(R)': {'post': 13, 'pre': 68, 'downstream': 593, 'upstream': 13, 'synweight': 606}, 'SIP(R)': {'post': 302, 'pre': 3, 'downstream': 9, 'upstream': 302, 'synweight': 311}, 'SMP(R)': {'post': 7, 'upstream': 7, 'synweight': 7}, 'SPS(R)': {'post': 66, 'pre': 111, 'downstream': 929, 'upstream': 66, 'synweight': 995}, 'VES(R)': {'post': 58, 'pre': 74, 'downstream': 624, 'upstream': 58, 'synweight': 682}}",,acetylcholine,464,,,,10850.0,,,,1851,,6855,,acetylcholine,0.6213383078575134,,,,,,,,,"CB0007,CB0739",,,,CREa2_ventral,18138,,acetylcholine,AOTU016,,,cb_intrinsic,,,,,0.5958704948425293,,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'LAL(R)', 'PLP(R)', 'SIP(R)', 'SMP(R)', 'SPS(R)', 'VES(R)']","['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'LAL(R)', 'PLP(R)', 'SIP(R)', 'SPS(R)', 'VES(R)']"
71,19686,AOTU016_a_L,AOTU016_a,492,3198,3542,3198,870963597,Traced,Roughly traced,,"[52550, 10308, 14652]","{'AOTU(L)': {'post': 1970, 'pre': 4, 'downstream': 23, 'upstream': 1970, 'synweight': 1993}, 'CRE(L)': {'post': 15, 'upstream': 15, 'synweight': 15}, 'CentralBrain': {'post': 3198, 'pre': 492, 'downstream': 3542, 'upstream': 3198, 'synweight': 6740}, 'CentralBrain-unspecified': {'post': 47, 'pre': 4, 'downstream': 41, 'upstream': 47, 'synweight': 88}, 'EPA(L)': {'post': 25, 'pre': 30, 'downstream': 217, 'upstream': 25, 'synweight': 242}, 'LAL(L)': {'post': 98, 'pre': 181, 'downstream': 1305, 'upstream': 98, 'synweight': 1403}, 'PLP(L)': {'post': 16, 'pre': 42, 'downstream': 284, 'upstream': 16, 'synweight': 300}, 'SIP(L)': {'post': 610, 'pre': 3, 'downstream': 14, 'upstream': 610, 'synweight': 624}, 'SMP(L)': {'post': 280, 'pre': 1, 'downstream': 5, 'upstream': 280, 'synweight': 285}, 'SPS(L)': {'post': 54, 'pre': 114, 'downstream': 804, 'upstream': 54, 'synweight': 858}, 'VES(L)': {'post': 75, 'pre': 113, 'downstream': 849, 'upstream': 75, 'synweight': 924}, ""a'L(L)"": {'post': 5, 'upstream': 5, 'synweight': 5}, 'aL(L)': {'post': 3, 'upstream': 3, 'synweight': 3}}",,acetylcholine,492,,,,18026.0,,,,988,,6740,,acetylcholine,0.5915434956550598,,,,,,,,,CB0359,,,,CREa2_ventral,10850,,acetylcholine,AOTU016,,,cb_intrinsic,,,,,0.6377142667770386,,L,,"['AOTU(L)', 'CRE(L)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'LAL(L)', 'PLP(L)', 'SIP(L)', 'SMP(L)', 'SPS(L)', 'VES(L)', ""a'L(L)"", 'aL(L)']","['AOTU(L)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'LAL(L)', 'PLP(L)', 'SIP(L)', 'SMP(L)', 'SPS(L)', 'VES(L)']"
72,19929,AOTU050_R,AOTU050,384,1277,2461,1277,700311642,Traced,Roughly traced,,"[35308, 19332, 37833]","{'AOTU(R)': {'post': 610, 'pre': 355, 'downstream': 2360, 'upstream': 610, 'synweight': 2970}, 'CentralBrain': {'post': 1277, 'pre': 384, 'downstream': 2461, 'upstream': 1277, 'synweight': 3738}, 'CentralBrain-unspecified': {'post': 33, 'pre': 1, 'downstream': 5, 'upstream': 33, 'synweight': 38}, 'IB': {'post': 76, 'pre': 7, 'downstream': 29, 'upstream': 76, 'synweight': 105}, 'IPS(L)': {'post': 2, 'upstream': 2, 'synweight': 2}, 'IPS(R)': {'post': 39, 'pre': 4, 'downstream': 10, 'upstream': 39, 'synweight': 49}, 'PLP(L)': {'post': 12, 'upstream': 12, 'synweight': 12}, 'PLP(R)': {'post': 196, 'pre': 4, 'downstream': 16, 'upstream': 196, 'synweight': 212}, 'SPS(L)': {'post': 122, 'pre': 4, 'downstream': 11, 'upstream': 122, 'synweight': 133}, 'SPS(R)': {'post': 181, 'pre': 9, 'downstream': 30, 'upstream': 181, 'synweight': 211}, 'WED(R)': {'post': 6, 'upstream': 6, 'synweight': 6}}",,gaba,384,,,,15606.0,,,,4682,,3738,,gaba,0.770729660987854,,,,,,,,,AOTU050b,,,,DL1_ventral,12017,,gaba,AOTU050,,,cb_intrinsic,,,13B_tbd2,,0.8008652925491333,CB,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'IB', 'IPS(L)', 'IPS(R)', 'PLP(L)', 'PLP(R)', 'SPS(L)', 'SPS(R)', 'WED(R)']","['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'IB', 'IPS(R)', 'PLP(R)', 'SPS(L)', 'SPS(R)']"
73,19961,AOTU017_R,AOTU017,367,2151,2960,2151,680549890,Traced,Roughly traced,,"[37020, 18112, 13723]","{'AOTU(R)': {'post': 1800, 'pre': 4, 'downstream': 10, 'upstream': 1800, 'synweight': 1810}, 'CentralBrain': {'post': 2151, 'pre': 367, 'downstream': 2960, 'upstream': 2151, 'synweight': 5111}, 'CentralBrain-unspecified': {'post': 9, 'upstream': 9, 'synweight': 9}, 'EPA(R)': {'post': 22, 'pre': 38, 'downstream': 319, 'upstream': 22, 'synweight': 341}, 'IPS(R)': {'post': 68, 'pre': 66, 'downstream': 520, 'upstream': 68, 'synweight': 588}, 'LAL(R)': {'post': 76, 'pre': 146, 'downstream': 1184, 'upstream': 76, 'synweight': 1260}, 'SIP(R)': {'post': 124, 'pre': 1, 'downstream': 6, 'upstream': 124, 'synweight': 130}, 'SLP(R)': {'post': 5, 'upstream': 5, 'synweight': 5}, 'SPS(R)': {'post': 45, 'pre': 110, 'downstream': 880, 'upstream': 45, 'synweight': 925}, 'WED(R)': {'post': 2, 'pre': 2, 'downstream': 41, 'upstream': 2, 'synweight': 43}}",,acetylcholine,367,,,,18720.0,,,,1890,,5111,,acetylcholine,0.6797325015068054,,,,,,,Cachero 2010: aSP-d;Yu 2010: aSP13,,CB1294,,,,CREa2_ventral,18138,fru_low,acetylcholine,AOTU017,,,cb_intrinsic,,,,,0.6853110790252686,,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'IPS(R)', 'LAL(R)', 'SIP(R)', 'SLP(R)', 'SPS(R)', 'WED(R)']","['AOTU(R)', 'CentralBrain', 'EPA(R)', 'IPS(R)', 'LAL(R)', 'SIP(R)', 'SPS(R)', 'WED(R)']"
74,20096,AOTU036_R,AOTU036,677,998,4528,998,696877352,Traced,Roughly traced,,"[35380, 20085, 14095]","{'AOTU(R)': {'post': 261, 'pre': 1, 'downstream': 6, 'upstream': 261, 'synweight': 267}, 'BU(R)': {'pre': 1, 'downstream': 3, 'synweight': 3}, 'CentralBrain': {'post': 998, 'pre': 677, 'downstream': 4528, 'upstream': 998, 'synweight': 5526}, 'CentralBrain-unspecified': {'post': 224, 'pre': 347, 'downstream': 2318, 'upstream': 224, 'synweight': 2542}, 'EPA(L)': {'post': 6, 'upstream': 6, 'synweight': 6}, 'EPA(R)': {'post': 6, 'upstream': 6, 'synweight': 6}, 'GOR(L)': {'post': 8, 'pre': 9, 'downstream': 79, 'upstream': 8, 'synweight': 87}, 'ICL(R)': {'post': 3, 'upstream': 3, 'synweight': 3}, 'LAL(L)': {'post': 4, 'upstream': 4, 'synweight': 4}, 'LAL(R)': {'post': 2, 'pre': 1, 'downstream': 3, 'upstream': 2, 'synweight': 5}, 'PLP(L)': {'post': 69, 'pre': 94, 'downstream': 594, 'upstream': 69, 'synweight': 663}, 'PLP(R)': {'post': 218, 'upstream': 218, 'synweight': 218}, 'PVLP(L)': {'post': 66, 'pre': 139, 'downstream': 881, 'upstream': 66, 'synweight': 947}, 'PVLP(R)': {'post': 13, 'upstream': 13, 'synweight': 13}, 'SIP(R)': {'post': 15, 'upstream': 15, 'synweight': 15}, 'SLP(R)': {'post': 50, 'upstream': 50, 'synweight': 50}, 'SPS(L)': {'post': 12, 'pre': 55, 'downstream': 399, 'upstream': 12, 'synweight': 411}, 'SPS(R)': {'post': 13, 'upstream': 13, 'synweight': 13}, 'VES(L)': {'post': 28, 'pre': 30, 'downstream': 245, 'upstream': 28, 'synweight': 273}}",,unclear,677,,,,20096.0,,,,1292,,5526,,gaba,0.395189493894577,,,,,,,,,AOTU036,,,,AOTUv3_ventral,20096,,gaba,AOTU036,,,cb_intrinsic,,,,,0.39802834391593933,,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'EPA(R)', 'GOR(L)', 'ICL(R)', 'LAL(L)', 'LAL(R)', 'PLP(L)', 'PLP(R)', 'PVLP(L)', 'PVLP(R)', 'SIP(R)', 'SLP(R)', 'SPS(L)', 'SPS(R)', 'VES(L)']","['AOTU(R)', 'BU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'GOR(L)', 'LAL(R)', 'PLP(L)', 'PVLP(L)', 'SPS(L)', 'VES(L)']"
75,20205,AOTU016_b_R,AOTU016_b,355,2581,2908,2581,637904251,Traced,Roughly traced,,"[36639, 17959, 13559]","{'AOTU(R)': {'post': 2354, 'pre': 4, 'downstream': 12, 'upstream': 2354, 'synweight': 2366}, 'CentralBrain': {'post': 2581, 'pre': 355, 'downstream': 2908, 'upstream': 2581, 'synweight': 5489}, 'CentralBrain-unspecified': {'post': 5, 'pre': 7, 'downstream': 46, 'upstream': 5, 'synweight': 51}, 'EPA(R)': {'post': 33, 'pre': 55, 'downstream': 476, 'upstream': 33, 'synweight': 509}, 'LAL(R)': {'post': 91, 'pre': 155, 'downstream': 1245, 'upstream': 91, 'synweight': 1336}, 'PLP(R)': {'post': 1, 'pre': 6, 'downstream': 51, 'upstream': 1, 'synweight': 52}, 'SIP(R)': {'post': 26, 'upstream': 26, 'synweight': 26}, 'SLP(R)': {'post': 2, 'upstream': 2, 'synweight': 2}, 'SPS(R)': {'post': 61, 'pre': 91, 'downstream': 755, 'upstream': 61, 'synweight': 816}, 'VES(R)': {'post': 8, 'pre': 37, 'downstream': 323, 'upstream': 8, 'synweight': 331}}",,acetylcholine,355,,,,19066.0,,,,3070,,5489,,acetylcholine,0.6986830830574036,,,,,,,,,"CB0007,CB0739",,,,CREa2_ventral,18138,,acetylcholine,AOTU016,,,cb_intrinsic,,,,,0.6466395258903503,,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'LAL(R)', 'PLP(R)', 'SIP(R)', 'SLP(R)', 'SPS(R)', 'VES(R)']","['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'LAL(R)', 'PLP(R)', 'SPS(R)', 'VES(R)']"
76,20266,AOTU052_L,AOTU052,352,1913,2588,1913,692963562,Traced,Roughly traced,,"[64253, 16086, 34868]","{'AOTU(L)': {'post': 56, 'pre': 53, 'downstream': 444, 'upstream': 56, 'synweight': 500}, 'CentralBrain': {'post': 1913, 'pre': 352, 'downstream': 2588, 'upstream': 1913, 'synweight': 4501}, 'CentralBrain-unspecified': {'post': 12, 'pre': 5, 'downstream': 28, 'upstream': 12, 'synweight': 40}, 'GNG': {'post': 42, 'upstream': 42, 'synweight': 42}, 'IB': {'post': 2, 'upstream': 2, 'synweight': 2}, 'IPS(L)': {'post': 595, 'pre': 101, 'downstream': 601, 'upstream': 595, 'synweight': 1196}, 'PED(L)': {'pre': 1, 'downstream': 5, 'synweight': 5}, 'PLP(L)': {'post': 755, 'pre': 9, 'downstream': 53, 'upstream': 755, 'synweight': 808}, 'PVLP(L)': {'post': 2, 'upstream': 2, 'synweight': 2}, 'SIP(L)': {'post': 19, 'pre': 51, 'downstream': 431, 'upstream': 19, 'synweight': 450}, 'SPS(L)': {'post': 430, 'pre': 132, 'downstream': 1026, 'upstream': 430, 'synweight': 1456}}",,gaba,352,,,,15548.0,,,,2635,,4501,,gaba,0.7690889239311218,,,,,,,,,AOTU052a,,,,DL1_ventral,11185,,gaba,AOTU052,,,cb_intrinsic,,,13B_tbd2,,0.7640778422355652,CB,L,,"['AOTU(L)', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'IB', 'IPS(L)', 'PLP(L)', 'PVLP(L)', 'SIP(L)', 'SPS(L)']","['AOTU(L)', 'CentralBrain', 'CentralBrain-unspecified', 'IPS(L)', 'PED(L)', 'PLP(L)', 'SIP(L)', 'SPS(L)']"
77,20280,AOTU006_R,AOTU006,497,5080,3905,5080,831110634,Traced,Roughly traced,,"[31192, 21322, 16436]","{'AOTU(R)': {'post': 4454, 'pre': 4, 'downstream': 24, 'upstream': 4454, 'synweight': 4478}, 'CentralBrain': {'post': 5080, 'pre': 497, 'downstream': 3905, 'upstream': 5080, 'synweight': 8985}, 'CentralBrain-unspecified': {'post': 33, 'pre': 1, 'downstream': 5, 'upstream': 33, 'synweight': 38}, 'LAL(R)': {'post': 543, 'pre': 491, 'downstream': 3875, 'upstream': 543, 'synweight': 4418}, 'SIP(R)': {'post': 50, 'pre': 1, 'downstream': 1, 'upstream': 50, 'synweight': 51}}",,acetylcholine,497,,,,20280.0,,,,1067,,8985,,acetylcholine,0.5427077412605286,,,,,,,,,AOTUv3B_P01,,,,AOTUv3_dorsal,10636,,acetylcholine,AOTU006,,,cb_intrinsic,,,,,0.5638179779052734,,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'LAL(R)', 'SIP(R)']","['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'LAL(R)', 'SIP(R)']"
78,20447,AOTU008_R,AOTU008,435,2075,3723,2075,694163243,Traced,Roughly traced,,"[30430, 19265, 17883]","{'AOTU(L)': {'post': 2, 'pre': 20, 'downstream': 178, 'upstream': 2, 'synweight': 180}, 'AOTU(R)': {'post': 1816, 'pre': 2, 'downstream': 8, 'upstream': 1816, 'synweight': 1824}, 'CentralBrain': {'post': 2075, 'pre': 435, 'downstream': 3723, 'upstream': 2075, 'synweight': 5798}, 'CentralBrain-unspecified': {'post': 38, 'pre': 145, 'downstream': 1280, 'upstream': 38, 'synweight': 1318}, 'EPA(L)': {'post': 17, 'pre': 63, 'downstream': 502, 'upstream': 17, 'synweight': 519}, 'EPA(R)': {'post': 6, 'pre': 9, 'downstream': 84, 'upstream': 6, 'synweight': 90}, 'ICL(L)': {'post': 2, 'pre': 5, 'downstream': 66, 'upstream': 2, 'synweight': 68}, 'ICL(R)': {'post': 2, 'pre': 28, 'downstream': 227, 'upstream': 2, 'synweight': 229}, 'LAL(L)': {'post': 5, 'pre': 26, 'downstream': 225, 'upstream': 5, 'synweight': 230}, 'LAL(R)': {'downstream': 1, 'synweight': 1}, 'SCL(L)': {'downstream': 4, 'synweight': 4}, 'SCL(R)': {'pre': 4, 'downstream': 37, 'synweight': 37}, 'SIP(L)': {'post': 18, 'pre': 89, 'downstream': 755, 'upstream': 18, 'synweight': 773}, 'SIP(R)': {'post': 168, 'pre': 44, 'downstream': 356, 'upstream': 168, 'synweight': 524}, 'aL(R)': {'post': 1, 'upstream': 1, 'synweight': 1}}",,acetylcholine,435,,,,14751.0,,,,8563,,5798,,acetylcholine,0.5904103517532349,,,,,,,Cachero 2010: aSP-i; Yu 2010: aSP11; Kimura 2008: AL5a,,AOTU008,,ventrally projecting axonal arbors mcns,,AOTUv3_dorsal,14751,fru_high,acetylcholine,AOTU008,,,cb_intrinsic,sexually dimorphic,,,,0.5453743934631348,,R,,"['AOTU(L)', 'AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'EPA(R)', 'ICL(L)', 'ICL(R)', 'LAL(L)', 'SIP(L)', 'SIP(R)', 'aL(R)']","['AOTU(L)', 'AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'EPA(R)', 'ICL(L)', 'ICL(R)', 'LAL(L)', 'SCL(R)', 'SIP(L)', 'SIP(R)']"
79,20582,AOTU008_R,AOTU008,372,2625,3118,2625,801568405,Traced,Roughly traced,,"[32730, 19062, 16298]","{'AOTU(L)': {'pre': 4, 'downstream': 32, 'synweight': 32}, 'AOTU(R)': {'post': 2346, 'pre': 4, 'downstream': 22, 'upstream': 2346, 'synweight': 2368}, 'CentralBrain': {'post': 2625, 'pre': 372, 'downstream': 3118, 'upstream': 2625, 'synweight': 5743}, 'CentralBrain-unspecified': {'post': 34, 'pre': 92, 'downstream': 794, 'upstream': 34, 'synweight': 828}, 'EPA(L)': {'post': 2, 'pre': 19, 'downstream': 138, 'upstream': 2, 'synweight': 140}, 'ICL(L)': {'post': 1, 'pre': 12, 'downstream': 91, 'upstream': 1, 'synweight': 92}, 'ICL(R)': {'post': 6, 'pre': 37, 'downstream': 331, 'upstream': 6, 'synweight': 337}, 'LAL(L)': {'post': 3, 'pre': 18, 'downstream': 138, 'upstream': 3, 'synweight': 141}, 'SCL(R)': {'post': 1, 'pre': 2, 'downstream': 21, 'upstream': 1, 'synweight': 22}, 'SIP(L)': {'post': 35, 'pre': 120, 'downstream': 994, 'upstream': 35, 'synweight': 1029}, 'SIP(R)': {'post': 197, 'pre': 64, 'downstream': 557, 'upstream': 197, 'synweight': 754}}",,acetylcholine,372,,,,14751.0,,,,8563,,5743,,acetylcholine,0.5904103517532349,,,,,,,Cachero 2010: aSP-i; Yu 2010: aSP11; Kimura 2008: AL5a,,AOTU008,,ventrally projecting axonal arbors mcns,,AOTUv3_dorsal,14751,fru_high,acetylcholine,AOTU008,,,cb_intrinsic,sexually dimorphic,,,,0.5399772524833679,,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'ICL(L)', 'ICL(R)', 'LAL(L)', 'SCL(R)', 'SIP(L)', 'SIP(R)']","['AOTU(L)', 'AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'ICL(L)', 'ICL(R)', 'LAL(L)', 'SCL(R)', 'SIP(L)', 'SIP(R)']"
80,20747,AOTU043_R,AOTU043,419,1491,3538,1491,670242009,Traced,Roughly traced,,"[29700, 7476, 30104]","{'AOTU(R)': {'post': 104, 'pre': 132, 'downstream': 1137, 'upstream': 104, 'synweight': 1241}, 'CentralBrain': {'post': 1491, 'pre': 419, 'downstream': 3538, 'upstream': 1491, 'synweight': 5029}, 'CentralBrain-unspecified': {'post': 3, 'upstream': 3, 'synweight': 3}, 'LH(R)': {'post': 19, 'upstream': 19, 'synweight': 19}, 'PLP(R)': {'post': 443, 'pre': 42, 'downstream': 321, 'upstream': 443, 'synweight': 764}, 'SCL(R)': {'post': 9, 'upstream': 9, 'synweight': 9}, 'SIP(R)': {'post': 31, 'pre': 53, 'downstream': 523, 'upstream': 31, 'synweight': 554}, 'SLP(R)': {'post': 2, 'pre': 1, 'downstream': 7, 'upstream': 2, 'synweight': 9}, 'WED(R)': {'post': 880, 'pre': 182, 'downstream': 1469, 'upstream': 880, 'synweight': 2349}, 'aL(R)': {'pre': 9, 'downstream': 81, 'synweight': 81}}",,acetylcholine,419,,,,20747.0,,,,1186,,5029,,acetylcholine,0.747316300868988,,,,,,,,,"CB2283,CB2848",,,,VLPd&p1_posterior,20747,,acetylcholine,AOTU043,,,cb_intrinsic,,,,,0.7519264221191406,,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'LH(R)', 'PLP(R)', 'SCL(R)', 'SIP(R)', 'SLP(R)', 'WED(R)']","['AOTU(R)', 'CentralBrain', 'PLP(R)', 'SIP(R)', 'SLP(R)', 'WED(R)', 'aL(R)']"
81,20784,AOTU048_R,AOTU048,333,1317,2136,1317,545322757,Traced,Roughly traced,,"[31918, 18492, 36895]","{'AOTU(R)': {'post': 179, 'pre': 131, 'downstream': 920, 'upstream': 179, 'synweight': 1099}, 'CentralBrain': {'post': 1317, 'pre': 333, 'downstream': 2136, 'upstream': 1317, 'synweight': 3453}, 'CentralBrain-unspecified': {'post': 7, 'pre': 5, 'downstream': 28, 'upstream': 7, 'synweight': 35}, 'GNG': {'post': 35, 'pre': 8, 'downstream': 42, 'upstream': 35, 'synweight': 77}, 'IPS(R)': {'post': 191, 'pre': 17, 'downstream': 88, 'upstream': 191, 'synweight': 279}, 'PLP(R)': {'post': 234, 'pre': 24, 'downstream': 130, 'upstream': 234, 'synweight': 364}, 'SIP(R)': {'post': 5, 'pre': 25, 'downstream': 204, 'upstream': 5, 'synweight': 209}, 'SLP(R)': {'downstream': 1, 'synweight': 1}, 'SPS(R)': {'post': 460, 'pre': 117, 'downstream': 691, 'upstream': 460, 'synweight': 1151}, 'WED(R)': {'post': 206, 'pre': 6, 'downstream': 32, 'upstream': 206, 'synweight': 238}}",,gaba,333,,,,20784.0,,,,664,,3453,,gaba,0.7441776394844055,,,,,,,,,AOTU048,,,,DL1_ventral,12017,,gaba,AOTU048,,,cb_intrinsic,,,13B_tbd2,,0.7583535313606262,CB,R,,"['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'IPS(R)', 'PLP(R)', 'SIP(R)', 'SPS(R)', 'WED(R)']","['AOTU(R)', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'IPS(R)', 'PLP(R)', 'SIP(R)', 'SPS(R)', 'WED(R)']"
